trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
weekday-9B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-10B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-11B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-12B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-13B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-14B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-15B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-16B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-17B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-18B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-19B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-20B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-21B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-22B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-23B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-24B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-25B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-26B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-27B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-28B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-29B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-30B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-31B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-32B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-33B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-34B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-35B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-36B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-37B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-38B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-39B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-40B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-41B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-42B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-43B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-44B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-45B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-46B,22210,weekday,Loop,,0,weekday-B,69683,1,2
weekday-47B,22210,weekday,Loop,,0,weekday-B,69683,1,2
friday-1A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-2A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-3A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-4A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-5A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-6A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-7A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-8A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-9A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-10A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-11A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-12A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-13A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-14A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-15A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-16A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-17A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-18A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-19A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-20A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-21A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-22A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-23A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-24A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-25A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-26A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-27A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-28A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-29A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-30A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-31A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-32A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-33A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-34A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-35A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-36A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-37A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-38A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-39A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-40A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-41A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-42A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-43A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-44A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-45A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-46A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-47A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-48A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-49A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-50A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-51A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-52A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-53A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-54A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-55A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-56A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-57A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-58A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-59A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-60A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-61A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-62A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-63A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-64A,22210,friday,Loop,,0,friday-A,69683,1,2
friday-65A,22210,friday,Loop,,0,friday-A,69683,1,2
